,GSM215052,GSM215053,GSM215054,GSM215055,GSM215065,GSM215066,GSM215069,GSM215070,GSM215077,GSM215079,GSM215082,GSM215084,GSM215085,GSM215086,GSM215087,GSM215097,GSM215098,GSM215101,GSM215102,GSM215109,GSM215111,GSM215114
1552973_at,3.86815337300629,3.9113212545541,3.85842470758714,3.94643262679638,3.90284395227099,4.00011171511645,4.25820108843113,3.99910046001571,4.0489141668894,4.00475907191713,4.03273011686212,3.94732806310041,3.85562571200813,3.84054180425247,4.0402016704388,4.07473242857174,3.95595930802745,3.87078724139797,4.25129418781638,3.5381339046266,3.97204472064197,4.08466364565892
1553045_at,3.7538948580132,3.77405055889626,4.13538773984121,4.02139867371714,3.7980722631051,3.79604634265902,3.62911779759576,3.88806775776113,3.83826660563467,3.9532878776582,3.92223194744061,3.77424051112731,3.79045960392351,3.86657379699751,3.65777115666567,3.83738331490026,3.6558593608442,3.97951451306497,3.88820910514651,3.90277519896919,3.61621549706876,3.92306328063709
1553115_at,6.04462469769444,5.96368479596603,5.89953027011769,5.97584751765431,5.48216350591963,5.80238101295955,5.63173356876278,6.0146999719035,6.01893045279226,5.93280169215379,6.30509739199876,6.47693013150089,6.5799397482735,6.28221265795818,7.02019673099135,6.17317944539199,6.23793046213687,6.13231103651706,5.98132624085524,7.08858565227775,6.75729438432937,7.8058283679256
1554411_at,7.07214845326979,7.89723965953868,7.80204411520931,6.21739131351883,6.80679610142788,7.41980000201877,6.56036313502027,5.52572887712484,7.33499378022305,5.00273525107628,5.24786509077439,8.1537306185379,7.83059929435565,7.54217290816177,6.68912103259984,6.23186707115778,7.63933845437891,6.20711975419148,5.62483856789488,7.17046177704806,5.79443114569375,6.0414183778372
1555814_a_at,10.956434474403,11.1512990888327,11.1311682136589,11.1344289307784,11.024477823585,11.2276493014624,11.2021492256815,11.037346596273,10.9386448805602,11.1015092993972,11.0489621828471,11.1915648710894,11.3263036367139,11.2801834452549,11.1715198042063,11.1796213601808,11.3737946007018,11.4837073846937,10.9257111279855,10.9879821083846,11.36724652578,11.0952382250029
1555989_at,7.8627686504818,8.16513213252555,6.14815727542235,6.27680869305245,8.00321971255397,6.27245370104237,8.54677148615099,6.65347031857292,9.43436876441053,8.94038064335775,6.1204034440619,7.41750447350034,7.84369443268094,5.85886775859328,6.3946472687379,7.96103654469511,6.13412219710053,8.20419804588033,6.70402566383715,9.96762514326488,8.67099788413176,5.98607756931538
1556006_s_at,4.77591987693106,4.43088766346841,4.42087092552315,4.61012099564955,4.72850858050774,5.16280310859707,5.96325245897364,4.73883005824566,5.19127176041742,5.37359145570567,4.54959323754117,4.89637202684017,4.11263965374656,4.059863839713,4.59135144497376,5.00761305047106,4.76584443737675,4.98079248087812,4.59212983929636,4.40551306041904,5.72827823331416,4.65338734956685
1556007_s_at,5.96259516929159,6.44478005633069,6.57964670351995,6.53571746681382,6.18617941289304,6.3215819465023,7.2612399905933,6.73216253131675,6.71213327037215,7.35670364435359,5.77796367726834,6.32924307610746,5.56579167218305,5.80624224819354,6.26348284544959,6.10386343446936,6.03320619003109,6.34889646163479,5.69581402875171,6.55847306932234,7.23100663668818,5.90378472419199
1556689_a_at,4.7065669550079,4.87524461938799,4.72055957946469,4.61284502231677,4.70582991866349,4.48613418605921,4.6820779982901,4.5720543242116,4.48159950766991,4.68844054048,4.89626973946256,4.47150814433506,4.7340182786747,4.85298156897572,4.64667990776507,4.37661230954729,4.63364975851586,4.54883514367046,4.49730207003846,4.46388452140937,4.6124167030783,4.611086030951
1557714_at,5.86704170838346,5.68097809765727,5.56885578962861,5.24698915578585,4.95049706491233,5.25959145402344,5.12640065097015,5.68926515174647,5.34360430122628,5.28394144808729,5.39540298916062,5.32241974019816,5.20333378960117,5.42968299190905,5.11817744880585,5.51832239984972,5.14037829630764,5.16731252372982,5.21213221877388,5.61437281296472,5.13310596818804,5.05807447136061
1559206_at,3.0967128668901,3.26348907863305,2.95192030335966,2.97561058446888,2.94979503253897,3.06803928274573,3.13066379609654,3.15947407314936,3.05168451412122,3.08054839211245,2.83200927010519,3.19243667721847,2.97843401916373,3.03331061721819,3.17668890341895,3.06004663985641,3.06397970719913,3.13809325782615,2.97578797068898,3.00687758465958,3.12067254450628,3.16397454775703
1560074_at,4.89510114699307,5.24511131696009,5.23715099879286,5.14275062807771,4.9018623443861,5.18300342445813,4.82338407160797,5.03841337870035,5.26441651267079,5.38664757938468,5.38438284169693,5.27907069718283,5.54082326587207,5.11105691086604,5.06594222324191,5.2763031089739,5.34727787238633,5.2233577655759,5.19047487896787,5.20897594108927,5.23869976627856,5.21595779385752
1562028_at,3.84269976079803,4.4947188585025,4.79391728868713,4.17160967615766,3.90327987665126,4.16659893086037,3.81796734846735,4.42203724754526,4.10292894063528,4.20035450661957,4.02172140329813,4.20919954055836,4.05099297598985,4.53333665495966,4.05006230750383,3.97963284563879,4.06746268208094,3.97377755940397,3.90692178833531,4.31169011575248,3.9477136044706,4.11120418703639
1563620_at,2.75735362830673,2.77521451981986,2.84684023621991,2.80402007523724,2.89325864542835,2.83334914544044,2.86362978509952,3.02463265430696,3.00079467405442,2.77947405921063,2.62712985224141,2.77621340421003,2.75328860599404,2.67514654008212,2.67372338197882,2.88819928141346,2.92374726581074,3.00559282150659,2.5283619620054,2.63001328345123,2.76557034910873,2.93125589556383
1565702_at,2.70446008934308,2.88479924998023,2.91376073981498,3.0420361833923,3.01447730726272,3.00987976805614,2.92267872226799,2.94465084349714,2.87156197427498,2.91542184996121,2.8094501749413,2.90983230915385,2.98581696633365,2.86518289548268,2.95679710055508,2.98930438548457,2.94817715202871,2.87884532581646,2.96100820797022,2.98868027145383,2.95611283001829,2.95762805984649
1565703_at,4.21128611819353,3.73296499985589,4.63511766734258,3.86567374824295,4.03808715746244,4.0738839199943,4.25853984591526,3.62679009145655,3.86415555793101,3.94555836833493,3.71335767067059,4.01851138170217,3.67400226548743,3.66602052910366,4.01398118507824,4.27586336201637,3.93387197380601,3.3629751548602,3.78360948447031,3.72170557804913,3.47602465026976,3.44720328950293
