,GSM239345,GSM239346,GSM239348,GSM239363,GSM239460,GSM239485,GSM239488,GSM239490,GSM239491,GSM239493,GSM239494,GSM239495,GSM239496,GSM239498,GSM239516,GSM239580,GSM240405,GSM240406,GSM240429,GSM240430,GSM240431,GSM240432,GSM240433,GSM240494,GSM240495,GSM240496,GSM240497,GSM240498,GSM240499
1861_at,5.41722836797955,6.36324813989472,6.49379602504539,6.09582841248968,6.16070832877551,6.52881944046631,6.15325782319337,6.60374813727459,6.58493798203818,6.07915431281327,6.30998320201539,5.71372888075603,6.77137142002472,5.83612391262407,5.83066374194296,6.10386811489575,6.34081547594199,6.03250263275738,6.15052708194094,6.35286139628506,6.27038613500672,6.04941275030138,6.46922124816944,5.8180330485042,6.11449386458228,5.95649241837399,5.79470276346221,6.00037847011371,6.13851678169034
200638_s_at,10.4215895447839,9.55439923958848,10.9354060058357,9.97941986573275,10.4511041280305,10.5882204028715,8.81490600462251,11.3465663751044,11.2114316009007,11.0148018936547,10.8368990734159,10.9779945466085,10.640007117434,9.00726738190433,8.95737174331013,10.8599223315039,10.4699566975511,10.1516396990484,10.0973830085775,8.64531386004453,8.88309583504451,8.5535049131703,8.42267358200558,8.00036726760826,8.90365480701072,8.41129972234188,8.15800341290376,8.14296981437688,8.25148066917923
200693_at,4.96104337048119,5.16646983440182,5.27350328558281,5.10129037893925,5.10904502227889,5.49023548318779,5.0413214738542,5.18421427836592,5.19182547661121,4.97592818878076,5.20856744540591,5.0557282827884,5.31287506832686,5.30727846570133,5.05028506475025,5.12106669549495,5.11275206339395,5.06504208852372,5.12513668371141,5.20358449134413,5.31038904446236,5.0050822998202,5.95717811788741,4.99338481571898,5.17888047563199,5.00072346526378,5.09321265679832,5.35829537489295,5.11810801998629
200746_s_at,8.52271740067957,10.4153608364624,9.91425115721557,9.76660533639102,10.5458458955088,9.26965938308479,10.5438277008542,10.4038459699532,10.5207447608296,10.0368857930541,9.78593644904359,9.84178383993077,9.67540829988694,9.77661238030246,9.18577247419275,10.3731354764905,9.5442224357197,10.9986379656784,9.00041919879784,10.2862104587962,9.87701121088443,10.424202850317,10.2615051868443,10.0932038988031,9.85343721931732,9.90869257906072,9.48523950968185,8.66101290103498,10.2331908484413
200779_at,10.7327072527233,10.015977828655,10.8466363382714,10.2029321490356,10.7558492440414,10.8154524312687,10.4533602312298,10.4978562715162,10.6180559092724,10.8599223315039,10.5968190989452,10.8117742731809,10.7963197993769,9.30933206991633,9.4961762031615,10.3089374138296,10.8117742731809,10.2124050053415,9.96548433229511,8.40908551572383,8.69058094312781,8.75697852125908,7.4400804032284,7.68817012825716,8.54549212762294,8.72858308154945,8.95258553085574,8.8261643403181,8.56010180282866
200797_s_at,8.0918398447913,8.61542606191651,8.75807183714923,8.00928165459792,8.92273376133481,8.52518627588046,8.24965835960823,9.1850550929856,8.78783662863937,8.771200240124,9.07266698367358,8.16729230680959,8.69058094312781,9.00659315424161,8.45516564928332,9.08658556984511,8.67050807585695,9.33370024171884,8.39748494980373,8.44424807983164,8.23241351736249,8.21045237727791,8.90820349353115,8.30467936608843,8.60227842558069,7.8184221538071,7.78368169464322,8.03429934211258,8.50061777651183
200798_x_at,7.56889246280483,9.20798504853996,9.28046675452482,8.68545503983264,9.07266698367358,9.58012914974463,8.81096345430083,9.4363024148187,9.28130822569823,8.69171613410312,8.81211718085873,8.63711334159475,9.13160233984355,9.11244769207022,8.73090813775018,8.79721847111074,8.78332333224152,9.192489330591,7.84389555871999,9.21525359577762,9.20054792636234,9.18317818367704,9.0461700890819,9.29397815125266,9.09110361888645,8.88379609639712,8.75521528932835,8.8961063903333,9.32972440325427
200953_s_at,5.80736002320273,5.32538999159756,5.55439602309356,5.38887933451979,5.64093267728168,5.48376394612409,5.58713102935261,6.13106001492626,6.55298474610105,5.47555515994613,5.5409222692477,5.42263206625187,5.38479696510955,5.97457233343242,5.87114409570889,5.43957888898233,8.36132486357766,7.20271401055263,5.40292310192739,5.3538331899139,5.28516865724068,5.60166542656262,5.1122402053331,5.93906373294515,5.53360871503307,5.36001911420835,5.44602872777441,5.63912815762535,5.39019314845414
201020_at,10.7689356662759,9.76796646084026,11.4427217339366,10.640007117434,11.2811540009224,11.3953640858423,10.7558492440414,10.7858674032423,11.0031254097681,10.3711413423268,11.0960747924565,10.7263540368961,11.2114316009007,10.7175662620214,10.1589437857714,10.8026518806074,11.1302797714915,11.6156133010362,10.8707588754215,9.85202207246707,10.2331908484413,10.0193430378334,9.94631579107383,9.81277758289159,9.85728606919365,9.8976170943214,9.73910632936069,10.1648364574276,9.70448143910707
201107_s_at,5.85339936525937,8.55159032597609,8.46267558988513,9.25663382163318,8.31695680823312,7.50393275066818,9.15963310274883,8.35861995413915,9.2215817007572,7.93897316230495,7.89010839321683,8.17001591097248,8.78904115219044,8.69033571222224,5.63821765584207,6.78379562434047,6.47086289855211,7.25955828806646,5.08803441813133,9.23157960208666,8.96482184073824,8.60131705368454,8.94040673186297,9.67403735806568,8.60509453242105,7.90582139239067,7.727389113622,5.70134847281574,9.65058208820748
