,GSM494556,GSM494557,GSM494558,GSM494559,GSM494561,GSM494563,GSM494564,GSM494565,GSM494566,GSM494567,GSM494568,GSM494569,GSM494572,GSM494574,GSM494575,GSM494578,GSM494579,GSM494580,GSM494581,GSM494582,GSM494583,GSM494584,GSM494585,GSM494586,GSM494588,GSM494589,GSM494590,GSM494591,GSM494592,GSM494593,GSM494594,GSM494596,GSM494597,GSM494599,GSM494601,GSM494603,GSM494604,GSM494605,GSM494606,GSM494607,GSM494608,GSM494609,GSM494610,GSM494612,GSM494613,GSM494614,GSM494615,GSM494616,GSM494617,GSM494618,GSM494619,GSM494621,GSM494623,GSM494624,GSM494625,GSM494626,GSM494627,GSM494628,GSM494629,GSM494632,GSM494634,GSM494635,GSM494638,GSM494639,GSM494640,GSM494641,GSM494642,GSM494643,GSM494644,GSM494645,GSM494646,GSM494648,GSM494649,GSM494650,GSM494651,GSM494652,GSM494653,GSM494654,GSM494656,GSM494657,GSM494659,GSM494661,GSM494663,GSM494664,GSM494665,GSM494666,GSM494667,GSM494668,GSM494669,GSM494670,GSM494672,GSM494673,GSM494674,GSM494675
1552973_at,5.26567295978037,5.34150418740689,4.7516043084122,4.63067846420219,4.3248125071546,4.83195028070165,4.52158539590696,4.86132605207064,4.87012780366072,5.15798405956312,5.04898914780306,4.80903511094064,4.94919742453685,5.00243364548799,4.8549196736092,4.88037681809913,4.70491224221644,5.02560631119287,4.88275050704349,4.67792702017059,4.8910292485739,4.92489003044986,5.09375375362948,5.03586777760359,4.39054764975489,4.61883670892742,5.09420957456653,5.014193994082,4.78138893163148,4.85830043470232,4.75874680772294,5.48261082273761,4.85614627341591,4.67126341704159,5.20311263850955,4.9998325002087,4.81889214260142,4.75516924202066,4.86389151774651,4.85851229136674,4.89210684937046,4.68613389786719,5.05014394598587,4.97688751247229,4.71672383987954,4.63207175148099,4.7516043084122,4.7856308405107,4.79377191561536,4.91828655084321,4.85614627341591,4.48484600123768,4.31214158520813,4.61780683099726,4.77813771798079,4.81908607645819,5.00642631428374,4.90130548007109,4.91664869523138,4.96180550923267,4.8692773154624,4.82580473697159,4.82366504309401,4.76412044084463,4.89314712580393,4.93395509541506,4.81420612855586,4.99311136877173,4.69772907431496,4.76194184957604,4.92232332273828,4.68932479176334,4.52194576053192,5.20633600469844,4.71492728160747,4.94023664137448,5.08228650830649,5.39615549741005,5.04944689239501,5.06499920291879,4.90747039098273,5.15675355026719,4.90246855616525,4.47373819996715,4.72434710963722,4.7650665674436,4.59301081709063,4.62167780050409,4.8648494720087,4.93366003716834,4.85074098185239,4.74883011742668,4.83354087157432,4.71817154780661
1553115_at,5.60682652599669,5.65419154818556,5.96956360871289,6.18659942624603,6.18594285206198,7.3168366010444,5.78781732437716,6.45681958284845,5.47896343746238,6.16393791822369,6.1625989820249,5.76099169022637,5.92563759031864,6.54480091433106,6.29026812043236,5.78698249023471,5.597406747587,5.15005931410371,5.77757351444845,6.14554661294595,6.58699056245018,6.27070605483821,5.63856553304227,4.96812737092586,6.05675641366481,6.04518826862869,4.71520238761726,5.12725318447661,5.93534479392049,5.63469399362108,5.61728053077501,6.17588994980935,5.78193965997678,6.13691050452973,4.95273102320536,6.29487098063972,6.12801761513882,6.16449227520841,5.99842050817077,6.09187316613634,6.66278716247469,6.18783949863156,6.2015917313619,5.37312128173772,6.07700923268861,5.99458105168481,5.50380595578746,6.26490775957753,6.14148057299494,6.28514926889428,6.48503217469756,6.88109902763079,6.45916541391551,6.39047539925757,6.96667577879488,6.10246213057064,6.87179441637233,6.41786017550469,6.23424989382169,6.52192427300356,6.43483821598457,6.45042644742565,6.45844806777173,6.20078067751641,6.6711914016644,6.34851265572847,6.52634618403243,6.52938766659354,6.24320002632004,6.06067045701722,6.55945353823177,6.56713534123455,6.25765394552587,5.45917857648105,6.53060869370616,6.17484666161015,6.6505614246309,6.57211850509336,5.88309774697996,5.45278722777082,6.2981617606016,5.28060766969105,6.93712088013068,6.34790963347982,5.9932914635989,6.4043525720252,6.52849503208129,6.36640793777183,6.57420234470454,6.46295242345477,5.82351565662272,6.1206046295979,6.3580689082486,5.6368536355608
1555989_at,7.42406792178921,7.34165940966803,8.34342528999864,7.19222486252129,6.77806138660982,6.37543556469284,6.99229152113461,7.06680179196032,7.45655670137273,7.22791594017242,6.75076594080584,7.47057948236116,7.81384040345768,6.50326502900345,6.91038403642405,7.17922488283845,6.55099666816746,7.62906098612215,6.62633683057115,6.77435717423652,6.63520817250608,6.67069841162679,6.91610708989321,9.80619061204012,6.82882387641356,7.37723743089732,7.46104820944817,7.05344145906388,6.48816928115344,6.60789728426684,7.59068345001362,7.47322461700948,6.61359647041978,7.10594698671138,7.17989594960785,6.53342881630917,6.62656303777616,7.10753604056438,7.52407255181355,6.01851439561353,6.56854748388654,7.09340760895877,6.97100466774334,6.16084474642995,7.44893464379382,6.28397301968594,7.19976499825413,7.86021522808283,7.15223240782475,8.32134517701915,7.89595873495497,8.07837170661012,7.27486591031822,7.40447361146314,7.52296400100431,7.91683365451008,7.15801651037669,6.99876210666458,7.67925717733417,7.70084596156203,7.76636901507907,7.89478180408247,7.36842543971151,8.33967394605003,8.19217728349131,7.48969909217624,7.48689244665885,8.3581300384622,7.88308480680491,8.08297688373112,8.38662475420447,7.22711072582404,7.73486290176677,8.0675827156971,7.62408920014898,7.43795808546962,7.89791260700693,8.96830417980837,7.16816503118683,7.17301940778703,7.67648749679744,7.40108641125989,7.03731967661585,7.12351218875556,6.92278753364049,7.54698864474056,7.6223668762677,7.12972442163043,7.11131316217844,6.76824838662017,7.37193951526383,7.49637127573103,7.69744839686759,6.60327685589097
1556006_s_at,7.7842558090825,6.9339242248123,6.3545211113568,7.5389794727898,7.4083064903186,8.50608685863667,8.41785711248691,5.86800339609861,7.24501396181569,6.32496035580919,7.57270940895383,7.22062781537239,6.37209613424406,7.99451227614613,7.4825259242187,5.95439296492663,7.26306173869537,6.30514298216948,5.55192142671072,6.97956854812355,6.15910998169731,8.24966961421837,8.16307180705036,8.09601064917185,8.705550077691,10.3741818119563,5.58935924052836,6.30253645366473,7.87239282176134,6.64419314794388,5.36329541218973,6.17121657577044,6.35242619458887,7.53036989158443,6.36157507085536,6.91702148009327,6.7312283156397,6.96256080970616,6.38348124126157,6.70927974792271,7.21981014031709,7.99584441946639,7.50940767834617,9.9640460126499,8.61190351518096,7.37366463022921,7.38791502992927,8.39315132081007,7.75525607419939,7.88224572229526,5.76293006206465,8.06445039078943,8.01440954560151,7.90170689392663,5.50658870004928,6.94700343154228,6.38698835613595,6.95928067474301,6.15955449487315,8.02769975191537,8.25398906410327,7.67106498056404,6.6141826817535,6.85167761136875,6.02179607437489,6.45111183384151,7.60866757901663,6.31549820109313,7.52952109476399,7.64710697723727,7.28847043113787,8.69139519641645,10.1687281877034,6.82467469522407,6.42032863246942,8.2298725576732,6.77258591732065,5.46284355251374,5.67153219580535,5.70489737287541,7.69035000151002,5.97599161322152,6.44823513445805,7.03019684974487,7.13255536880381,6.24532792824245,7.02798439803736,7.77307285662318,8.10643695416386,8.47128002358526,8.62123413385528,8.92810377346293,9.49176271479865,6.48964014788413
1557714_at,10.3124257783156,10.041874237202,11.0874034095903,8.52889124969989,10.8180462972715,10.4064566736541,10.3200960126589,9.31488796739013,11.9127242272327,10.2876876405546,10.9600812465203,11.844294424375,8.61393806654679,12.0105169686436,11.8073007599713,10.2546445116462,11.7718904767478,10.2546445116462,10.4807075367728,12.2770627982465,9.97959300398201,10.9843065536885,11.2720426622427,11.3797648777996,10.4884409096851,10.689782096812,9.68463213426759,10.2851574768252,12.2991363773745,11.7404536569381,9.06383030845822,5.74094336073074,11.2453913051696,12.2911332529849,11.7819889048759,10.4567909802018,11.943401765935,11.9697796057453,11.4946854888768,12.3031596483986,10.9468781717211,10.8295546747096,11.8087238564303,11.9942968246102,10.7876803800586,10.2291363123032,10.8797138098848,11.5315594950679,11.9007704461958,11.6006382697703,8.97790427243342,10.9607902111742,10.8924601766897,10.5462971601718,8.8624461540515,12.015410005666,9.98406997804135,11.3917882935601,9.94014069547605,11.9510307575932,12.8040437363898,11.6774116354051,11.4666656706325,11.7870793760655,9.36140114096821,12.0610943541534,12.4828105251397,9.7765044618129,12.026735130929,12.1217452454494,11.5056110435899,10.5248595759711,11.8733596755433,12.1404931963468,12.2144197775311,12.3965968956503,12.4311724843645,7.29654533055523,10.5652202165777,7.17765399655699,12.5171179757373,12.1143728013735,10.3948707822305,12.0121714784792,12.0168672030441,11.8386597356225,12.3988774976064,11.8673162951633,12.3379743015433,12.1366229097471,12.3379743015433,12.7350796259051,12.678193440651,11.1163814843097
1562028_at,6.25428867107717,6.85769678630225,6.61608905292162,7.91665167500614,6.35428644744243,6.62744477650193,6.16148838747213,8.05120236976731,7.60320426001475,5.37648817456419,8.49635593523507,6.82837788449462,6.24371043788808,7.63374800439587,5.93981309404589,6.55071746820276,6.49648389162552,5.7340412266239,6.93146460641703,5.43388764445482,5.68459604945233,8.88940478387322,6.15365349985891,8.45532334719394,7.16471500911443,6.71648403243705,5.68481209262035,8.07175419005848,7.88717150135813,6.37576922354927,5.70535678919979,4.95693259121084,5.58045456110056,6.70963130907545,5.90825153500517,7.39507785835664,6.85769678630225,6.23897618191756,7.27939226293824,6.3197262903509,6.42676025628939,6.46213647387769,5.92133666712816,7.35629485325863,6.25765394552587,5.97289959046569,6.09100264551928,7.55816760385411,7.01163305266322,6.94760343336518,6.37982064841212,6.88321020044354,7.11070942989714,6.92038102363428,7.718626671336,6.9498633218033,5.65890632356871,8.83849048447247,6.46121619699718,6.33185745032849,7.96843037852667,5.50084548018688,6.15758592250609,6.52037888370368,5.57926040415363,6.77166400750872,5.83691276420678,6.24404490195431,6.20212872588468,8.84366332055848,8.77097705800949,7.46015814521832,6.88222501448204,5.45413191466228,8.97918126832012,8.23811548577566,6.18321296491854,5.47676806828625,6.64632259505407,4.9226795455988,6.35340940289609,6.12762052345479,7.08559121956866,7.08125077204613,5.91379124135838,6.93668769901999,7.39265307977109,6.11486658970437,6.79015987951984,5.54503722560382,7.5430241768191,5.29891246056517,6.34074481451347,5.05540730357035
201219_at,3.53879759691805,3.83622984689945,3.66163316001542,3.75428194391371,3.74450617371375,3.57285259981876,3.5123044827015,3.32372641229632,3.49757689483982,3.90328322954522,3.57511475883226,3.78871950051323,3.54665227571621,3.70589906139047,4.00505812893628,3.66871695924656,3.78576250734627,3.81489311729738,3.80654601357738,3.80434656579144,3.66002359860031,3.63130854434472,3.75146380259567,3.56923380631527,3.49757689483982,3.57190094349742,3.77945962783292,3.56190445651155,3.89431045039425,3.52332575919793,3.7230706939408,3.48952950630694,3.52027590885263,3.4619045202031,3.61598187704226,3.85593682006157,3.86523033273032,5.9987210132567,3.60370108293674,3.5955470833685,3.76487606173602,3.57344378492408,3.55732435180444,3.64090179474014,3.51078610097484,3.55432748772453,3.71464269946055,4.43283618450618,4.86717358564513,5.36042243756066,5.32358910666848,4.03629124358458,3.90077617922102,4.56917748156096,3.69203960062458,4.88425520957413,4.72150361438309,3.76575607492817,4.035324383193,4.93632154123025,4.31349338360291,6.15682904443277,4.39384785735971,3.82509611086185,5.95546607757844,4.30794874468428,4.65413006856241,3.89545712990138,5.76127962215944,3.8317972237385,4.02541752226257,3.99132780441929,3.92318767099707,3.86605624483606,4.58021704260314,4.39861975726389,5.07409577821669,3.78140673088728,3.94930749171642,3.75423543760687,4.43369176182652,3.6668606589514,3.82408561969625,4.21517816917722,5.71125993689068,4.27385540889999,4.00812670360084,4.23573434355573,3.95068911654162,4.36306797295538,4.05060738898864,4.24238583377007,4.88055937192645,3.54368632085163
201381_x_at,5.16140516214794,6.30190290591589,5.15757093451619,6.89588810764879,5.5975291813766,5.68177534809965,5.25505291832014,5.37292552488611,6.04777941899437,5.67471746812816,6.05675641366481,5.46273533087438,4.99572969534598,6.86862862172213,5.3891907376925,6.7322729589398,5.17531795981253,7.31444613541411,7.73566131829055,5.61527347171761,5.52551249052019,6.81586392621779,5.96935919450113,5.68631087019356,6.00372868471303,5.79495505388482,5.55342424706141,5.86858913444251,6.953781246835,6.8942469132092,5.9931808456102,6.8874729787296,5.0721351598685,5.65181647059912,5.81976648345125,5.65466832928469,4.96479546994297,5.52960264133473,7.67307791137701,5.54991270417951,8.00664810554146,7.11678680448405,5.65388690334169,7.09714488690428,6.51459259224906,5.68799196387191,7.76748549750483,5.5319512874487,5.43379245054806,5.13156348824439,5.16543918480881,5.34254391553629,5.38981755172035,5.57867947876445,4.8825542275979,5.32619334777031,6.02670740396329,5.16632329032466,5.61953765261295,5.32911480624257,5.47605746804401,5.7509683565814,5.74681497752494,5.5614530862475,5.82727515788736,5.5093280219283,5.51157447977511,5.39071912615556,5.51430648036647,5.33423609157601,5.25881199149678,5.62080719094921,4.8004053935582,5.28378482927003,5.41198433342186,5.5886507939814,5.659111508183,6.36657753611405,5.90971236886137,6.04439685254772,5.62687434926086,5.68692333921096,5.39552279730517,5.42784760059073,5.68470097464553,5.52448001568023,5.65559357458292,5.66690250529976,5.71335853712801,5.25062094882384,6.11809361920306,5.66968350481804,5.59404877514871,4.91531593357191
201464_x_at,9.69238494917455,11.2298926318446,10.4375905240349,12.2851310993158,11.4330129844317,11.692647787965,11.4308399980396,9.42475901432646,10.0335805794138,10.3989503968928,10.3481354109131,10.1941541682947,9.33642130843177,9.72915147352324,10.5585825785221,10.2180461104347,10.2188904920773,9.85072313835488,10.3709980626752,10.8342568628183,9.75484041190311,9.9146222239043,9.97813216167164,10.3328112401651,11.6427013675074,11.663950923267,10.4225990983453,11.6616152545015,11.2807051340994,11.4491403780666,10.0517175837561,9.38583074059168,9.90035049029246,11.0625637661851,10.0664648780162,10.9198806222999,10.7732103384956,10.2372575921341,10.4297110102649,10.639385193195,10.3763556102421,10.5182309808025,10.2238252082064,10.4513396643702,11.0850589885799,11.4062938215021,10.4078997701211,10.129883128348,10.9496062673884,10.7914794322557,10.6460324328457,11.6560321941671,11.1092146462705,11.1776736638406,8.79141328297372,10.019111309914,10.5110511037612,10.4128583777301,10.0892132741901,9.95580260256066,10.0585895807767,10.5685253713172,9.61814719079842,10.204323010642,9.58234098429806,10.6431988931299,11.3596780104266,9.45900119927478,10.4149212589207,9.91631673990868,10.2485383128227,11.3867312905752,11.7884947763418,10.4693967402283,10.7428121456601,11.498908472532,10.8905586218462,9.68088912657263,10.2064383153877,8.95543827443801,11.2904300753526,9.90652132743631,10.8457721566958,10.5437954862079,10.2915429514434,10.3009502292581,10.6579037014121,10.6880409756323,10.8850497025508,10.1854117734334,10.8243917048943,10.6169775109108,10.136338551804,10.2456172065219
201869_s_at,5.78628111895929,5.75666338180848,5.40970844679336,4.62256707005535,4.94356901149293,4.62175905359895,4.88045840532573,4.99062311860766,6.49313192988676,4.90937410009747,5.64922628521371,6.23976291867902,5.26316287862644,6.52332757028496,6.49821633609119,5.05590134588273,6.30682567704286,4.9572000141252,5.62975151393418,7.63503434498912,4.7820397976432,6.24638858287184,6.49266647447824,6.39886192330735,4.50057164003372,4.90543867428153,5.55938411736242,5.97172405325835,7.58730275420922,7.03957718177919,5.37979980435326,5.40012609626584,5.26665174300609,7.18645420701416,6.5693003726938,5.70265275141093,6.73912488267316,6.49682612116288,6.68586056231127,6.81125850089482,5.89558169984127,6.06370033988626,6.1428246506207,7.51685723713391,6.09590954683962,5.79643971837892,5.60799269623952,5.7633364228854,6.22732596290251,6.13825648161063,5.11416570684342,4.8764097715145,5.56341186779864,4.98178064358737,5.40585862390608,6.31561050469852,5.07602129322224,5.35854314217084,5.04122488750685,6.24582178491114,6.80852272333812,5.90282813193417,5.84507350181945,6.36856598088683,4.95287128360736,6.99172259513404,6.95644483400951,4.94990326350097,6.15452037070181,6.73016484774507,6.17793651794875,5.03740827244053,5.19551106069694,6.04548875439266,6.51331422694879,7.09714488690428,7.2828650580025,5.17071622854368,5.18992026043458,5.43282211955911,7.0501356071681,6.11339292449004,5.03730230881102,6.45657828641855,6.69645124425854,6.52798936189398,7.36538062029938,7.02601737696129,7.06468010959422,6.90371553080955,7.34040216596462,7.05314466442762,7.41064235061866,5.89558169984127
