,GSM239345,GSM239346,GSM239348,GSM239363,GSM239460,GSM239485,GSM239488,GSM239490,GSM239491,GSM239493,GSM239494,GSM239495,GSM239496,GSM239498,GSM239516,GSM239580,GSM240405,GSM240406,GSM240429,GSM240430,GSM240431,GSM240432,GSM240433,GSM240494,GSM240495,GSM240496,GSM240497,GSM240498,GSM240499
200796_s_at,5.85339936525937,8.55159032597609,8.46267558988513,9.25663382163318,8.31695680823312,7.50393275066818,9.15963310274883,8.35861995413915,9.2215817007572,7.93897316230495,7.89010839321683,8.17001591097248,8.78904115219044,8.69033571222224,5.63821765584207,6.78379562434047,6.47086289855211,7.25955828806646,5.08803441813133,9.23157960208666,8.96482184073824,8.60131705368454,8.94040673186297,9.67403735806568,8.60509453242105,7.90582139239067,7.727389113622,5.70134847281574,9.65058208820748
200953_s_at,7.05562229282956,6.66619762973188,6.01422516055799,7.05773911683842,6.70825028705309,6.17122044871837,6.69911307783474,6.32363550903897,6.19827207936136,6.80453362973481,6.46340492429756,6.89745726976879,6.35392542803021,6.66279225843429,7.14737294991283,6.18561269268603,8.5802467888891,6.89267521588504,7.05394165136967,8.61214687527282,9.68173478734026,8.70344272819091,7.9631567006258,8.4559903223022,8.41709191539839,8.81490600462251,9.86014347622782,8.85752404649901,9.9670233701608
201648_at,10.6933607300229,8.39319020644566,10.3155923223582,7.07068150551699,9.17368490902971,9.26007679814616,5.80774299343569,10.2256168085647,10.1182229342301,9.75601263328141,9.56982963262276,9.95280069773816,10.1992927942918,7.32208649110315,7.93755866347807,8.3261996281064,9.87701121088443,11.4821261465103,10.1862761690067,8.48029843790191,8.65867011228032,8.35277353256879,8.72339159637854,8.07417393825889,9.02766695102285,8.62330661171146,8.24296212862883,8.39657544816349,8.26128099640289
201700_at,8.48685063083556,8.34220618494354,8.06603039781799,9.36491088358546,8.46690316273949,7.4735735781024,9.0243031937847,8.25090738103289,8.46181071435284,8.12779836861899,8.24573982647664,8.48181360985899,8.13571384085498,8.43792475336168,8.65602333563628,8.33294052870481,8.36773351763165,8.67656267990995,9.03910142025043,10.3837472138692,10.2765999754092,10.1845470279269,10.2180296689689,10.4437137723658,10.227624095526,10.1347538932138,9.81816680071152,10.3259324273848,10.1463584934437
201888_s_at,6.70770693525458,7.51449507276247,6.88659990045295,7.21524889923994,6.76053306659444,7.37104835917859,6.59270379987739,7.02574879803932,6.70654886706172,7.15157999620419,7.70331875981301,7.33834633696131,6.89730098353817,7.74913661086559,7.49826605159708,7.26539841884349,6.91828498223589,7.2988927771083,7.09827165746555,8.05589851574504,7.94894264914752,7.49549054641519,8.07234091493356,8.55552619744533,8.23884546647358,7.43931687986512,6.95708659173472,7.02446311873362,8.09932120273973
202221_s_at,5.33547866374905,4.54593055272928,5.31719807986261,4.55668566484042,5.61002788222537,6.67738464302532,4.54563542375592,5.22100207060478,6.10816675581088,4.70619060975882,4.70180244479577,5.14043736247266,7.41807175251797,4.16227016118323,4.16894688574427,7.061340336479,4.90385845470031,5.50213029738855,6.04782708131538,4.53314243796006,4.35657683882896,4.56776676600529,4.76665564000588,4.3328471505198,4.49887594483498,4.48415201218054,4.45764245556688,4.52932153514628,4.52900916757257
202284_s_at,8.50908751651984,10.2402175627547,8.04968157599908,9.60332703994016,8.80667077687731,8.21389630408491,10.2944022088657,8.28934954991077,8.33132166487086,8.05218598964193,7.90267389041008,7.67365776859051,7.90677200019094,9.58343865238257,10.0577265619248,8.49143933294349,8.02875749142494,8.25592848173018,8.37166308896819,10.5438277008542,10.0448084169656,10.0644047299063,10.5740479092952,10.1589437857714,10.0546033314848,10.1550996425896,10.2500767692144,10.1992927942918,10.0762993413773
202288_at,9.8295891893269,9.56011084459857,9.0786359310702,9.32476043660391,8.37255882730058,9.52881911928594,8.99133422089417,9.61615584237665,9.65721581330397,9.27056503749885,9.05171005092974,9.05947669058651,8.93555418542504,9.06754636445536,9.38935366445909,9.10946729630166,10.1217229461922,9.03546790917806,9.46190688901166,10.4721147411338,10.6587575787267,10.4998643982039,10.7048934330366,10.5485528239232,10.5653997996701,10.6180559092724,10.3574775923732,10.476921980087,10.5625957351924
202431_s_at,9.94785413041444,9.43435456360576,9.60332703994016,9.5760184798536,9.83215229871895,9.62096462560496,9.12566153154171,9.89192880492313,9.64546845251688,10.1090275035112,9.94304066599541,9.65283077977146,10.2901190791032,10.191463403591,9.9572146873679,10.4065594221461,10.0079383891043,9.92722678682577,9.83494784862132,9.90543039261476,10.1272942384144,10.242474842513,9.97481154104216,10.0725633004298,10.2143206309092,10.3442366338165,9.62205111678019,9.86741623950349,10.3007087642752
203010_at,6.0571562224924,9.40958927814508,8.00431575131711,7.93268348189587,7.89281144321966,5.56691174313602,8.73709935950375,5.52678209837962,6.36045667522793,5.76547016568122,6.42636823340713,5.72951610487172,7.44802624706089,7.09092983229847,7.18216788383417,6.34777369953047,6.05852809917477,6.01229500684998,5.16094119645974,8.05218598964193,9.12261277147339,9.17368490902971,8.5802467888891,9.17297361077745,8.35911991695402,9.19570056761488,8.96609678870221,8.4535235770353,9.59862156731269
203035_s_at,5.33952736551722,5.06460486876218,5.1330276670869,5.49578846848266,5.2221870023826,5.85861788533278,5.26184853679493,5.0700131711201,5.11698526634838,5.09699709362488,5.16744612785319,5.25836968727637,5.01415703852364,5.21071693521464,5.19623980151995,5.06720943738016,5.03925994911547,5.23094153684333,4.94498216713402,5.35341111561411,5.17257255381885,4.8671750677751,6.48226637451606,5.32240597095729,5.17745332700187,5.08146187261791,5.03857257262864,5.21236139743682,5.10195987532318
203540_at,7.91513111893747,7.81755652976939,7.06751285399684,7.7160547827432,7.92172461298094,6.55336403931353,8.04151239896809,7.26764607482998,8.09149587393467,7.36658562810334,6.63735680723748,7.3082301277254,7.36658562810334,6.92433143136442,7.63609900669669,6.97215606663858,7.52833867737464,6.56984004967789,7.53720001559954,8.37166308896819,8.43965764348484,8.35632381110338,8.21854788296579,8.72339159637854,8.07164557309793,8.65663175701634,8.71477067896231,8.30337585044193,8.1583449637183
203684_s_at,5.28783170004084,5.06819771962813,5.53138207659338,5.51682896505733,5.23006745479119,4.5507404105865,5.85303818319126,4.90328141834962,5.39964565335756,5.84350862227291,5.42411201602065,5.11588648012358,5.5595885822444,4.4917154099821,5.14812545345238,5.5407171423367,5.89136623544218,5.17507277881121,5.89833368883279,5.79708196629035,5.66727827173634,6.89421310020295,6.13309742645832,6.35302899175875,5.97352556995272,6.11470467158864,5.99583726471869,5.88396225855942,6.49965705658797
203685_at,6.68820196259499,6.29975069394912,6.4148747710967,6.22454299219041,6.70487254570083,6.5374139373464,6.22803834607467,6.15042775119568,6.53916791047264,6.17893730389362,6.48475742670413,7.00598996168516,6.27175375025611,6.59686168856822,6.50458897224628,6.66130589602471,6.42146044817969,6.83048502622973,6.10980506040875,6.45398498277744,6.70847314163044,6.56664793603997,7.07537479123696,6.53081016561728,6.43175908597187,6.33991301831105,6.39054042869808,6.5957613784297,6.73453992059334
203807_x_at,8.72913319881799,9.15574957103019,9.36080736054206,10.3067553598952,9.3435839373607,7.75655632819689,9.89192880492313,7.56037058092789,9.22827340465515,8.13841120551373,9.18825249310831,7.77974846918773,8.7546691936401,9.02309950475763,9.44945639575104,8.05416718433857,7.82211304225746,9.11707276368277,7.86399897802343,8.36932445677277,8.43372211241088,8.10445877625407,8.44150588219133,8.34266764444941,8.23762654952718,8.6094571085674,8.44898486234677,9.03757015607852,8.55600598893495
203808_at,5.60418390724392,5.48110019081725,5.52560555586433,5.64131828588345,5.27672058429356,5.56798519292366,5.43937536802953,5.67476578133892,5.39094483219678,5.54932488721149,5.57499646234088,5.55224141698265,5.66373912245363,5.36300202129656,5.46862698034167,5.74910501361797,6.58091989981312,5.73844993197045,6.01326224005492,5.70843285736405,5.70176159782989,5.73307864629775,5.2721117896378,5.52383274174821,5.63895877199031,5.75638308915531,5.88151366698503,5.7686937835203,5.7080677837732
203879_at,6.95098290601156,7.87080573698496,8.15428316091418,6.21945452516762,9.26007679814616,7.01288761019837,7.13384883777056,7.47328177933889,7.68279179485377,7.34497873957089,8.30337585044193,6.44873656634643,7.43831615272115,6.08111516891386,6.84134368327211,6.80222878541926,9.68173478734026,9.29321834897017,8.91745820124057,7.41577457347973,6.89921223775724,8.10113765729002,7.12470508886145,6.92736381158962,7.77350157080797,7.58271782603909,7.15471040805562,7.35713045069301,6.74553268252192
203882_at,5.15318705335145,5.41123550990145,4.95204418607924,5.12938422769184,5.2274591737269,5.38422955940219,5.4628981122225,5.27480750870503,5.13017559697039,5.33218260543617,5.27093762094401,5.47817736823128,5.11719731189743,5.12403746830508,5.04327249482491,5.29816130102523,5.10598922172179,5.09136930852881,5.07504426289899,4.99981893275794,5.2714859181699,5.09530953917888,5.60479020348227,5.27842730807149,5.20019639359511,5.07071306279946,5.06222263460783,4.98431114511193,5.06590458896675
204912_at,7.70993398935094,10.1845470279269,7.30117090186666,8.66194566626621,8.46597176150933,6.0965509166706,9.99524552712887,7.45633514644962,8.64011357397789,7.36252791926735,7.21062443892504,6.68478698568255,7.96966204465742,8.48587586104533,9.39653351214482,8.96193059946961,7.57024415174299,7.038002787938,7.30985869920327,10.3089374138296,10.2159797107304,10.3007087642752,10.0644047299063,10.3089374138296,9.76104809312249,10.4998643982039,9.77927245206148,9.81546961151884,10.1090275035112
204935_at,6.12184285599408,6.29918869349198,5.83629171511579,6.27645798495321,6.14264544723894,5.51141002037315,6.31172173442889,5.80658498440194,6.5659249415261,6.29939216205502,6.02950969319421,6.41415515491502,5.95330033084829,6.22749385048651,6.13165189523818,6.02142763847434,6.09992817298888,6.04562402232366,5.91643320499916,6.45661757210989,6.40585800008984,6.20945025718696,6.10272789028446,6.45071918792666,6.22647465145708,6.26290147132968,6.5748139876371,6.34454771675449,6.41654971633182
205082_s_at,9.53402881414564,8.2399520743112,8.99294979641565,8.47854643739202,8.84070138390643,8.83359741992975,8.303822084452,8.84636539384923,8.72100824374076,8.91507690541517,8.57090579207395,9.22489845314323,8.56949386165238,8.47810299264319,8.6889906220812,8.7410971946394,9.23157960208666,9.05947669058651,9.05627694373673,8.51707598848136,8.66250333399568,8.26340533277645,8.46001009165008,8.73148072142381,8.61399496499616,8.15310109840363,8.12378354651981,8.56499385119578,8.65979566437281
205083_at,6.12944419220558,6.03734710062513,5.92814036117661,6.04549926990941,6.02164275727492,6.40654663405398,5.48555664215902,6.03418822289955,6.21636593001771,6.03671858876088,6.12982337106175,6.30157603024237,6.24409373585985,6.20461419174576,6.27038613500672,6.56198777206556,5.92312121554011,6.3406405590087,6.2419037896354,5.87867598795046,5.8605275690186,6.03811892805277,6.25991195070535,5.76239329420869,5.88335565693401,6.17876139270301,6.2037046656621,6.01666957033627,5.99179086204276
205159_at,4.40512319905106,4.44664604651285,4.69356652420068,4.64507277453844,4.78312802280782,5.11930453584279,4.54249789121774,4.44634326907054,4.52777679170411,4.34583967370659,4.57066558553615,4.67391074258689,4.7944735367083,4.6431904900974,4.54170002761995,4.57150247691243,4.22824704745693,4.60755530053754,4.52199377963439,4.54679782786673,4.36402305076682,4.24351030359742,4.53405178743931,4.42129158744076,4.40730082125794,4.45094664862993,4.43834199993129,4.35722081960552,4.3550042942108
205266_at,7.00204909342952,7.43403902800905,7.13252591522197,7.82922118690695,7.68312651935288,7.11745726432218,7.27681486586357,6.47631183186134,7.76316013378077,6.75036862970919,7.00781192248032,6.92808715385918,6.77971346069524,7.98049497662815,7.92186777223182,8.18342096116173,7.409313124669,7.57947940813155,7.69409676780897,9.61300624536431,8.69280497992116,8.69860391515181,9.00659315424161,9.36858692404585,9.71085493173558,8.66153740123094,8.24215465824769,8.98728850719648,8.59573434870739
205291_at,5.88582325437088,5.57989942883476,7.33716477920022,5.28398622493331,9.14273036839861,6.21577123996894,5.34998145126142,5.48202731421735,8.48135950281323,5.20756555646663,8.27425581513517,8.19259080847026,8.62357111149689,5.37229566530703,5.35743414486652,8.61427154310241,8.41225260918254,7.14232472735674,6.35392542803021,5.45589115513131,5.66020408034715,5.55201692909594,5.33908780986974,5.86873377422558,5.53057456706715,5.66658989472456,5.61504977920479,5.39345493623724,5.57872081544411
