"","countM","countH","countR","countN","countHR","countHN","countRN","count2","countHRN"
"LeukemiaA_Jak_STAT_NC",0.272,0.172,0.266,0.21,0.148,0.17,0.18,0.202,0.148
"LeukemiaA_mTOR_NC",0.226,0.14,0.246,0.17,0.124,0.136,0.136,0.152,0.122
"LeukemiaA_PI3K_Akt_NC",0.274,0.194,0.312,0.224,0.17,0.19,0.188,0.216,0.166
"LeukemiaA_Wnt_NC",0.246,0.132,0.214,0.15,0.114,0.128,0.118,0.14,0.11
"LeukemiaA_Jak_STAT_unique_NC",0.272,0.162,0.226,0.2,0.146,0.16,0.166,0.184,0.144
"LeukemiaA_mTOR_unique_NC",0.296,0.202,0.282,0.238,0.158,0.198,0.17,0.214,0.156
"LeukemiaA_PI3K_Akt_unique_NC",0.284,0.184,0.312,0.234,0.17,0.182,0.204,0.22,0.168
"LeukemiaA_Wnt_unique_NC",0.24,0.144,0.254,0.186,0.124,0.142,0.144,0.166,0.122
