Probe Set ID,Gene Symbol G,Entrez Gene,IDENTIFIER
214606_at,TSPAN2,10100,TSPAN2
214607_at,PAK3,5063,PAK3
214608_s_at,EYA1,2138,EYA1
214609_at,PHOX2A,401,PHOX2A
214610_at,CYP11B1,1584,CYP11B1
214611_at,GRIK1,2897,GRIK1
214612_x_at,MAGEA6,4105,MAGEA6
214613_at,GPR3,2827,GPR3
214614_at,MNX1,3110,MNX1
214615_at,P2RY10,27334,P2RY10
214616_at,HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J,8350 /// 8351 /// 8352 /// 8353 /// 8354 /// 8355 /// 8356 /// 8357 /// 8358 /// 8968,HIST1H3E
214617_at,PRF1,5551,PRF1
214618_at,CFLAR,8837,CFLAR
214619_at,CRHR1,1394,CRHR1
214620_x_at,PAM,5066,PAM
214621_at,GYS2,2998,GYS2
214622_at,CYP21A2,1589,CYP21A1P
214623_at,FBXW4P1,26226,FBXW4P1
214624_at,UPK1A,11045,UPK1A
214625_s_at,MINK1,50488,MINK1
214626_s_at,GANAB,23193,GANAB
214627_at,EPX,8288,EPX
214628_at,NHLH1,4807,NHLH1
214629_x_at,RTN4,57142,RTN4
214630_at,CYP11B2,1585,CYP11B2
214631_at,ZBTB33,10009,ZBTB33
214632_at,NRP2,8828,NRP2
214633_at,SOX3,6658,SOX3
214634_at,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4,8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370 /// 121504 /// 554313,HIST1H4I
214635_at,CLDN9,9080,CLDN9
214636_at,CALCB,797,CALCB
214637_at,OSM,5008,OSM
214638_s_at,CCNT2,905,CCNT2
214639_s_at,HOXA1,3198,HOXA1
214640_at,UNC93A,54346,UNC93A
214641_at,COL4A3,1285,COL4A3
214642_x_at,MAGEA10-MAGEA5 /// MAGEA5,4104 /// 100533997,MAGEA10-MAGEA5
214643_x_at,BIN1,274,BIN1
214644_at,HIST1H2AK,8330,HIST1H2AK
214645_at,---,---,AK025116
214646_at,HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J,8350 /// 8351 /// 8352 /// 8353 /// 8354 /// 8355 /// 8356 /// 8357 /// 8358 /// 8968,HIST1H3F
214647_s_at,HFE,3077,HFE
214648_at,GPX5,2880,GPX5
214649_s_at,MTMR2,8898,MTMR2
214650_x_at,MOG,4340,MOG
214651_s_at,HOXA10-HOXA9 /// HOXA9 /// MIR196B,3205 /// 442920 /// 100534589,HOXA10-HOXA9
214652_at,DRD1,1812,DRD1
214655_at,GPR6,2830,GPR6
214656_x_at,MYO1C,4641,MYO1C
214657_s_at,MIR612 /// NEAT1,283131 /// 693197,MIR612
214658_at,TMED7 /// TMED7-TICAM2,51014 /// 100302736,TMED7-TICAM2
214659_x_at,YLPM1,56252,YLPM1
214660_at,ITGA1,3672,ITGA1
214661_s_at,NOP14,8602,NOP14
214662_at,WDR43,23160,WDR43
214663_at,DSTYK,25778,DSTYK
214664_at,PAICS,10606,PAICS
214665_s_at,CHP1,11261,CHP1
214666_x_at,IREB2,3658,IREB2
214667_s_at,TP53I11,9537,TP53I11
214668_at,SPRYD7,57213,SPRYD7
214669_x_at,IGKC,3514,IGKC
214670_at,ZKSCAN1,7586,ZKSCAN1
214671_s_at,ABR,29,ABR
214672_at,TTLL5,23093,TTLL5
214673_s_at,HUWE1,10075,HUWE1
214674_at,USP19,10869,USP19
214675_at,NUP188,23511,NUP188
214676_x_at,MUC3A /// MUC3B,4584 /// 57876,MUC3B
214677_x_at,IGLC1,3537,IGLC1
214678_x_at,ZFX,7543,ZFX
214679_x_at,GNA11,2767,GNA11
214680_at,NTRK2,4915,NTRK2
214681_at,GK,2710,GK
214682_at,PKD1P1,339044,PKD1P1
214683_s_at,CLK1,1195,CLK1
214684_at,MEF2A,4205,MEF2A
214685_at,NOP14-AS1,317648,NOP14-AS1
214686_at,ZNF266,10781,ZNF266
214687_x_at,ALDOA,226,ALDOA
214688_at,TLE4,7091,TLE4
214689_at,PAPPA2,60676,PAPPA2
214690_at,TAF1B,9014,TAF1B
214691_x_at,FAM63B,54629,FAM63B
214692_s_at,JRK,8629,JRK
214693_x_at,LOC101059961 /// LOC101060202 /// LOC101060362 /// LOC101060684 /// NBPF10 /// NBPF12 /// NBPF9,149013 /// 400818 /// 100132406 /// 101059961 /// 101060202 /// 101060362 /// 101060684,NBPF26
214694_at,MPRIP,23164,MPRIP
214695_at,UBAP2L,9898,UBAP2L
214696_at,MIR22 /// MIR22HG,84981 /// 407004,MIR22
214697_s_at,PTBP3,9991,PTBP3
214698_at,PTBP3,9991,PTBP3
214699_x_at,WIPI2,26100,WIPI2
214700_x_at,RIF1,55183,RIF1
214701_s_at,FN1,2335,FN1
214702_at,FN1,2335,FN1
214703_s_at,MAN2B2,23324,MAN2B2
214704_at,TCF25,22980,TCF25
214705_at,INADL,10207,PATJ
214706_at,ZNF200,7752,ZNF200
214707_x_at,ALMS1,7840,ALMS1
214708_at,SNTB1,6641,SNTB1
214709_s_at,KTN1,3895,KTN1
214710_s_at,CCNB1,891,CCNB1
214711_at,GATC,283459,GATC
214712_at,SNX29P2,440352,SNX29P2
214713_at,YLPM1,56252,YLPM1
214714_at,ZNF394,84124,ZNF394
214715_x_at,ZNF160,90338,ZNF160
214716_at,BMP2K,55589,BMP2K
214717_at,PKI55,150967,PKI55
214718_at,GATAD1,57798,GATAD1
214719_at,SLC46A3,283537,SLC46A3
214720_x_at,/SEPT10,151011,10-Sep
214721_x_at,CDC42EP4,23580,CDC42EP4
214722_at,NOTCH2NL,388677,NOTCH2NL
214723_x_at,ANKRD36,375248,ANKRD36
214724_at,DIXDC1,85458,DIXDC1
214725_at,SBSPON,157869,SBSPON
214726_x_at,ADD1,118,ADD1
214727_at,BRCA2,675,BRCA2
214728_x_at,SMARCA4,6597,SMARCA4
214729_at,TWISTNB,221830,TWISTNB
214730_s_at,GLG1,2734,GLG1
214731_at,---,---,AB037854
214732_at,SP1,6667,SP1
214733_s_at,YIPF1,54432,YIPF1
214734_at,EXPH5,23086,EXPH5
214735_at,IPCEF1,26034,IPCEF1
214736_s_at,ADD1,118,ADD1
214737_x_at,HNRNPC,3183,HNRNPC
214738_s_at,NEK9,91754,NEK9
214739_at,LRCH3,84859,LRCH3
214740_at,POLR2J2 /// POLR2J3 /// POLR2J4 /// UPK3BL,84820 /// 246721 /// 548644 /// 100134938,UPK3BL
214741_at,LOC100506639 /// ZNF131,7690 /// 100506639,LOC100506639
214742_at,AZI1,22994,CEP131
214743_at,CUX1,1523,CUX1
214744_s_at,RPL23 /// SNORA21,9349 /// 619505,SNORA21
214745_at,PLCH1,23007,PLCH1
214746_s_at,ZNF467,168544,ZNF467
214747_at,ZBED4,9889,ZBED4
214748_at,N4BP2L2,10443,N4BP2L2
214749_s_at,ARMCX6,54470,ARMCX6
214750_at,PLAC4,191585,PLAC4
214751_at,ZNF468,90333,ZNF468
214752_x_at,FLNA,2316,FLNA
214753_at,N4BP2L2,10443,N4BP2L2
214754_at,TET3,200424,TET3
214755_at,UAP1L1,91373,UAP1L1
214756_x_at,PMS2P1,5379,PMS2P1
214757_at,PMS2L2,5380,PMS2P2
214758_at,DCAF4,26094,DCAF4
214759_at,WTAP,9589,WTAP
214760_at,ZNF337,26152,ZNF337
214761_at,ZNF423,23090,ZNF423
214762_at,ATP6V1G2,534,ATP6V1G2
214763_at,ACOT11,26027,ACOT11
214764_at,RRP15,51018,RRP15
214765_s_at,NAAA,27163,NAAA
214766_s_at,AHCTF1,25909,AHCTF1
214767_s_at,HSPB6,126393,HSPB6
214768_x_at,IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28,---,IGKC
214769_at,CLCN4,1183,CLCN4
214770_at,MSR1,4481,MSR1
214771_x_at,MPRIP,23164,MPRIP
214772_at,KIAA1549L,25758,KIAA1549L
214773_x_at,TIPRL,261726,TIPRL
214774_x_at,TOX3,27324,TOX3
214775_at,N4BP3,23138,N4BP3
214776_x_at,XYLB,9942,XYLB
214777_at,IGKV4-1 /// IGKV4-1,---,IGKC
214778_at,MEGF8,1954,MEGF8
214779_s_at,SGSM3,27352,SGSM3
214780_s_at,MYO9B,4650,MYO9B
214781_at,---,---,AL162013
214782_at,CTTN,2017,CTTN
214783_s_at,ANXA11,311,ANXA11
214784_x_at,XPO6,23214,XPO6
214785_at,VPS13A,23230,VPS13A
214786_at,MAP3K1,4214,MAP3K1
214787_at,DENND4A,10260,DENND4A
214788_x_at,DDN,23109,DDN
214789_x_at,SRSF8,10929,SRSF8
214790_at,SENP6,26054,SENP6
214791_at,SP140L,93349,SP140L
214792_x_at,VAMP2,6844,VAMP2
214793_at,DUSP7,1849,DUSP7
214794_at,PA2G4,5036,PA2G4
214795_at,ZMYND8,23613,ZMYND8
214796_at,KIAA1456,57604,LOC101927137
214797_s_at,CDK18,5129,CDK18
214798_at,ATP2C2,9914,ATP2C2
214799_at,NFASC,23114,NFASC
214800_x_at,BTF3,689,BTF3
214801_at,TOR1AIP2,163590,TOR1AIP2
214802_at,EXOC7,23265,EXOC7
214803_at,CDH6,1004,CDH6
214804_at,CENPI,2491,CENPI
214805_at,EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,1973 /// 26781 /// 652965 /// 652966,SNORD10
214806_at,BICD1,636,BICD1
214807_at,LOC100509635,100509635,PLXDC2
214808_at,LOC100996615,100996615,AU147851
214809_at,LOC100294145,100294145,LOC100294145
214811_at,RIMBP2,23504,RIMBP2
214812_s_at,MOB1A,55233,MOB1A
214813_at,ZNF75D,7626,ZNF75D
214814_at,YTHDC1,91746,YTHDC1
214815_at,TRIM33,51592,TRIM33
214816_x_at,C19orf40,91442,FAAP24
214817_at,UNC13A,23025,UNC13A
214818_at,CCDC57,284001,CCDC57
214819_at,IQSEC2,23096,IQSEC2
214820_at,BRWD1,54014,BRWD1
214821_at,SLC25A4,291,SLC25A4
214822_at,FAM5B,57795,BRINP2
214823_at,ZNF204P,7754,ZNF204P
214824_at,---,---,Z73903
214825_at,FAM155A,728215,FAM155A
214826_at,PDE12,201626,PDE12
214827_at,PARD6B,84612,PARD6B
214828_s_at,RRP7A /// RRP7B,27341 /// 91695,RRP7BP
214829_at,AASS,10157,AASS
214830_at,SLC38A6,145389,SLC38A6
214831_at,ELK4,2005,ELK4
214832_at,HNF4A,3172,HNF4A
214833_at,TMEM63A,9725,TMEM63A
214834_at,PAR5,8123,PWAR5
214835_s_at,SUCLG2,8801,SUCLG2
214836_x_at,IGK /// IGKC,3514 /// 50802,IGK
214837_at,ALB,213,ALB
214838_at,SFT2D2,375035,SFT2D2
214839_at,LINC00599 /// MIR124-1,157627 /// 406907,MIR124-1
214840_at,TOM1L2,146691,TOM1L2
214841_at,CNIH3,149111,CNIH3
214842_s_at,ALB,213,ALB
214843_s_at,USP33,23032,USP33
214844_s_at,DOK5,55816,DOK5
214845_s_at,CALU,813,CALU
214846_s_at,ALPK3,57538,ALPK3
214847_s_at,GPSM3,63940,GPSM3
214848_at,YWHAZ,7534,YWHAZ
214849_at,KCTD20,222658,KCTD20
214850_at,SMA4,11039,SMA4
214851_at,HNF4A,3172,HNF4A
214852_x_at,VPS13A,23230,VPS13A
214853_s_at,SHC1,6464,SHC1
214854_at,AC004490.1 /// OTTHUMG00000180412,---,214854_at
214855_s_at,RALGAPA1,253959,RALGAPA1
214856_at,SPTBN1,6711,SPTBN1
214857_at,LOC100505761,100505761,RPARP-AS1
214858_at,PP14571,100130449,PP14571
214859_at,FSTL4,23105,FSTL4
214860_at,SLC9A7,84679,SLC9A7
214861_at,KDM4C,23081,KDM4C
214862_x_at,OTTHUMG00000176181 /// RP11-119F7.5,---,TET1
214863_at,---,---,214863_at
214864_s_at,GRHPR,9380,GRHPR
214865_at,DOT1L,84444,DOT1L
214866_at,PLAUR,5329,PLAUR
214867_at,ZSWIM8-AS1,100507331,ZSWIM8-AS1
214868_at,PIWIL1,9271,PIWIL1
214869_x_at,GAPVD1,26130,GAPVD1
214870_x_at,LOC101060412 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1,9284 /// 339044 /// 642778 /// 642799 /// 100288332 /// 101059938 /// 101059953 /// 101060412,LOC102724993
214871_x_at,LOC100287590,100287590,LOC100287590
214872_at,RIF1,55183,RIF1
214873_at,LRP5L,91355,LRP5L
214874_at,PKP4,8502,PKP4
214875_x_at,APLP2,334,APLP2
214876_s_at,TUBGCP5,114791,TUBGCP5
214877_at,CDKAL1,54901,CDKAL1
214878_at,ZNF37A,7587,LOC101929740
214879_x_at,USF2,7392,USF2
214880_x_at,CALD1,800,CALD1
214881_s_at,UBTF,7343,UBTF
214882_s_at,MIR636 /// SRSF2,6427 /// 693221,MIR636
214883_at,THRA,7067,THRA
214884_at,MCF2,4168,MCF2
214885_at,KAT8,84148,KAT8
214886_s_at,N4BP2L1,90634,N4BP2L1
214887_at,N4BP2L1,90634,N4BP2L1
214888_at,CAPN2,824,CAPN2
214889_at,FAM149A,25854,FAM149A
214890_s_at,FAM149A,25854,FAM149A
214891_at,FBXO21,23014,FBXO21
214892_x_at,CACTIN,58509,CACTIN
214893_x_at,HCN2,610,HCN2
214894_x_at,MACF1,23499,MACF1
214895_s_at,ADAM10,102,ADAM10
214896_at,OTTHUMG00000172080 /// RP11-2E17.1,---,LINC01314
214897_at,---,---,AB007975
214898_x_at,MUC3B,57876,MUC3B
214899_at,ZNF780B,163131,ZNF780B
214900_at,ZKSCAN1,7586,ZKSCAN1
214901_at,ZNF8,7554,ZNF8
214902_x_at,---,---,LPP
214903_at,SYT2,127833,SYT2
214904_at,ZNF41,7592,ZNF41
214905_at,RASGRF1,5923,RASGRF1
214906_x_at,N4BP2L1,90634,N4BP2L1
214907_at,CEACAM21,90273,CEACAM21
214908_s_at,TRRAP,8295,TRRAP
214909_s_at,DDAH2,23564,DDAH2
214910_s_at,APOM,55937,APOM
214911_s_at,BRD2,6046,BRD2
214912_at,---,---,AK022067
214913_at,ADAMTS3,9508,ADAMTS3
214914_at,FAM13C,220965,FAM13C
214915_at,ZNF362,149076,ZNF362
214916_x_at,IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31,3493 /// 3494 /// 3500 /// 3502 /// 3507 /// 28396 /// 28442,IGHV3-23
214917_at,PRKAA1,5562,PRKAA1
214918_at,HNRNPM,4670,HNRNPM
214919_s_at,ANKHD1 /// ANKHD1-EIF4EBP3 /// EIF4EBP3,8637 /// 54882 /// 404734,ANKHD1-EIF4EBP3
214920_at,THSD7A,221981,THSD7A
214921_at,KCNMA1,3778,KCNMA1
214922_at,ZNF484,83744,ZNF484
214923_at,ATP6V1D,51382,ATP6V1D
214924_s_at,TRAK1,22906,TRAK1
214925_s_at,SPTAN1,6709,SPTAN1
214926_at,SPTAN1,6709,SPTAN1
214927_at,ITGBL1,9358,ITGBL1
214928_at,OBSL1,23363,OBSL1
214929_s_at,KIAA1109,84162,KIAA1109
214930_at,SLITRK5,26050,SLITRK5
214931_s_at,SRPK2,6733,SRPK2
214932_at,KIDINS220,57498,KIDINS220
214933_at,CACNA1A,773,LOC100507353
214934_at,ATP9B,374868,ATP9B
214935_at,IL4I1 /// NUP62,23636 /// 259307,IL4I1
214936_at,LRCH1,23143,LRCH1
214937_x_at,PCM1,5108,PCM1
214938_x_at,HMGB1,3146,HMGB1
214939_x_at,MLLT4,4301,AFDN
214940_s_at,SMG6,23293,SMG6
214941_s_at,PRPF40A,55660,PRPF40A
214942_at,RBM34,23029,RBM34
214943_s_at,ARID4B /// RBM34,23029 /// 51742,ARID4B
214944_at,PHLPP2,23035,PHLPP2
214945_at,FAM153A /// FAM153B /// FAM153C /// LOC100507387,202134 /// 285596 /// 653316 /// 100507387,LOC101930363
214946_x_at,FAM21A /// FAM21B /// FAM21C,55747 /// 253725 /// 387680,LOC101930591
214947_at,FAM105A,54491,FAM105A
214948_s_at,TMF1,7110,TMF1
214949_at,---,---,AL050136
214950_at,---,---,IL9R
214951_at,SLC26A10,65012,SLC26A10
214952_at,NCAM1,4684,NCAM1
214953_s_at,APP,351,APP
214954_at,SUSD5,26032,SUSD5
214955_at,TMPRSS6,164656,TMPRSS6
214956_at,AAK1,22848,AAK1
214957_at,ACTL8,81569,ACTL8
214958_s_at,TMC6,11322,TMC6
214959_s_at,API5,8539,API5
214960_at,API5,8539,API5
214961_at,MTUS2,23281,MTUS2
214962_s_at,NUP160,23279,NUP160
214963_at,NUP160,23279,NUP160
214964_at,---,---,214964_at
214965_at,SPATA2L,124044,SPATA2L
214966_at,GRIK5,2901,GRIK5
214967_at,---,---,AU146983
214968_at,DDX51,317781,DDX51
214969_at,MAP3K9,4293,MAP3K9
214970_s_at,ST6GAL1,6480,ST6GAL1
214971_s_at,ST6GAL1,6480,ST6GAL1
214972_at,MGEA5,10724,MGEA5
214973_x_at,IGHD,3495,IGHD
214974_x_at,CXCL5,6374,CXCL5
214975_s_at,MTMR1,8776,MTMR1
214976_at,RPL13 /// SNORD68,6137 /// 606500,SNORD68
214977_at,---,---,AK023852
214978_s_at,PPFIA4,8497,PPFIA4
214979_at,---,---,214979_at
214980_at,UBE3A,7337,UBE3A
214981_at,POSTN,10631,POSTN
214982_at,SNRNP200,23020,LOC101929240
214983_at,TTTY15,64595,TTTY15
214984_at,LOC100271836 /// LOC101060596 /// SLC7A5P1,81893 /// 100271836 /// 101060596,LOC101060604
214985_at,EXT1,2131,EXT1
214986_x_at,PPIL2,23759,PPIL2
214987_at,GAB1,2549,GAB1
214988_s_at,SON,6651,SON
214989_x_at,---,---,PLEKHA5
214990_at,PIGO,84720,PIGO
214991_s_at,PIGO,84720,PIGO
214992_s_at,DNASE2,1777,DNASE2
214993_at,ASPHD1,253982,ASPHD1
214994_at,APOBEC3F,200316,APOBEC3F
214995_s_at,APOBEC3F /// APOBEC3G,60489 /// 200316,APOBEC3F
214996_at,---,---,AL079294
214997_at,SCAI,286205,SCAI
214998_at,AAK1,22848,AAK1
214999_s_at,RAB11FIP3,9727,RAB11FIP3
215000_s_at,FEZ2,9637,FEZ2
215001_s_at,GLUL,2752,GLUL
215002_at,LOC101060275 /// LOC101060455 /// LOC101060564 /// LOC595101 /// LOC613037 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,23117 /// 440345 /// 595101 /// 613037 /// 728888 /// 100132247 /// 101060275 /// 101060455 /// 101060564,NPIPA5
215003_at,DGCR9,25787,DGCR9
215004_s_at,SUGP1,57794,SUGP1
215005_at,NECAB2,54550,NECAB2
215006_at,---,---,AK023816
215008_at,TLL2,7093,TLL2
215009_s_at,THAP9-AS1,100499177,THAP9-AS1
215010_s_at,BRSK2,9024,BRSK2
215011_at,SNHG3 /// SNORA73A,6080 /// 8420,SNHG3
215012_at,ZNF451,26036,ZNF451
215013_s_at,USP34,9736,USP34
215014_at,KCND3,3752,KCND3
215015_at,CCDC64,92558,BICDL1
215016_x_at,DST,667,DST
215017_s_at,FNBP1L,54874,FNBP1L
215018_at,KIAA1731,85459,CEP295
215019_x_at,ZNF528,84436,ZNF528
215020_at,NRXN3,9369,NRXN3
215021_s_at,NRXN3,9369,NRXN3
215022_x_at,ZNF33B,7582,ZNF33B
215023_s_at,PEX1,5189,PEX1
215024_at,CCZ1B,221960,CCZ1B
215025_at,NTRK3,4916,NTRK3
215026_x_at,SCNN1A,6337,SCNN1A
215027_at,RAPGEF3,10411,RAPGEF3
215028_at,SEMA6A,57556,SEMA6A
215029_at,---,---,AL117451
215030_at,GRSF1,2926,GRSF1
215031_x_at,RNF126,55658,RNF126
215032_at,RREB1,6239,RREB1
215033_at,TM4SF1,4071,TM4SF1
215034_s_at,TM4SF1,4071,TM4SF1
215035_at,IGLV6-57,28778,IGLV6-57
215036_at,---,---,215036_at
215037_s_at,BCL2L1,598,BCL2L1
215038_s_at,SETD2,29072,SETD2
215039_at,LOC339524,339524,LINC01140
215040_at,RNASEH2B,79621,RNASEH2B
215041_s_at,DOCK9,23348,DOCK9
215042_at,BMP6,654,BMP6
215043_s_at,GUSBP3 /// GUSBP9 /// SMA4 /// SMA5,11039 /// 11042 /// 653188 /// 100049076,GUSBP3
215044_s_at,STAM2,10254,STAM2
215045_at,CELF3,11189,CELF3
215046_at,KANSL1L,151050,KANSL1L
215047_at,TRIM58,25893,TRIM58
215048_at,ZNF280B,140883,ZNF280B
215049_x_at,CD163,9332,CD163
215050_x_at,MAPKAPK2,9261,MAPKAPK2
215051_x_at,AIF1,199,AIF1
215052_at,FRMPD4,9758,FRMPD4
215053_at,SRCAP,10847,SRCAP
215054_at,EPOR,2057,RGL3
215055_at,B3GNTL1,146712,B3GNTL1
215056_at,---,---,AI267546
215057_at,LINC00894,100272228,LINC00894
215058_at,DENND5B,160518,DENND5B
215059_at,---,---,AA053967
215060_at,---,---,LOC101927610
215061_at,METTL10,399818,METTL10
215062_at,---,---,AL390143
215063_x_at,LRRC40,55631,LRRC40
215064_at,SC5D,6309,SC5D
215065_at,PHF8,23133,PHF8
215066_at,PTPRF,5792,PTPRF
215067_x_at,PRDX2,7001,PRDX2
215068_s_at,FBXL18,80028,FBXL18
215069_at,NMT2,9397,NMT2
215070_x_at,RABGAP1,23637,RABGAP1
215071_s_at,HIST1H2AC,8334,HIST1H2AC
215072_x_at,C10orf137,26098,EDRF1
215073_s_at,NR2F2,7026,NR2F2
215074_at,MYO1B,4430,MYO1B
215075_s_at,GRB2,2885,GRB2
215076_s_at,COL3A1,1281,COL3A1
215077_at,---,---,COL3A1
215078_at,LOC100129518 /// SOD2,6648 /// 100129518,LOC100129518
215079_at,---,---,AK026723
215080_s_at,AGAP2,116986,AGAP2
215081_at,KIAA1024,23251,KIAA1024
215082_at,ELOVL5,60481,ELOVL5
215083_at,---,---,AL049263
215084_s_at,LRRC42,115353,LRRC42
215085_x_at,DLEC1,9940,DLEC1
215086_at,IBTK,25998,IBTK
215087_at,C15orf39,56905,C15orf39
215088_s_at,SDHC,6391,SDHC
215089_s_at,RBM10,8241,RBM10
215090_x_at,LOC100510707 /// LOC101060303 /// LOC101060321 /// LOC101060351 /// LOC101060367 /// LOC101060376 /// LOC101060389 /// LOC101060403 /// LOC101060421 /// LOC101060440 /// LOC101060471 /// LOC101060489 /// LOC101060506 /// LOC101060522 /// LOC440434 /// NPEPPS /// TBC1D3 /// TBC1D3F,9520 /// 84218 /// 440434 /// 729873 /// 100510707 /// 101060303 /// 101060321 /// 101060351 /// 101060367 /// 101060376 /// 101060389 /// 101060403 /// 101060421 /// 101060440 /// 101060471 /// 101060489 /// 101060506 /// 101060522,LOC440434
215091_s_at,GTF3A,2971,GTF3A
215092_s_at,NFAT5,10725,NFAT5
215093_at,NSDHL,50814,NSDHL
215094_at,SPICE1,152185,SPICE1
215095_at,---,---,ESD
215096_s_at,ESD,2098,ESD
215097_at,CAPZB,832,CAPZB
215098_at,RXRB,6257,RXRB
215099_s_at,RXRB,6257,RXRB
215100_at,ADTRP,84830,ADTRP
215101_s_at,CXCL5,6374,CXCL5
215102_at,DPY19L1P1,100129460,DPY19L1P1
215103_at,CYP2C18,1562,CYP2C18
215104_at,NRIP2,83714,NRIP2
215105_at,N4BP2L2-IT2,116828,N4BP2L2-IT2
215106_at,TTC22,55001,TTC22
215107_s_at,TTC22,55001,TTC22
215108_x_at,TOX3,27324,TOX3
215109_at,RC3H1,149041,RC3H1
215110_at,LOC100288974 /// MBL1P,8512 /// 100288974,BMS1P21
215111_s_at,TSC22D1,8848,TSC22D1
215112_x_at,MCF2L2,23101,MCF2L2
215113_s_at,SENP3 /// SENP3-EIF4A1,26168 /// 100533955,SENP3-EIF4A1
215114_at,SENP3,26168,SENP3
215115_x_at,NTRK3,4916,NTRK3
215116_s_at,DNM1,1759,DNM1
215117_at,RAG2,5897,RAG2
215118_s_at,AL928768.3 /// OTTHUMG00000164793,---,IGH
215119_at,MYO16,23026,MYO16
215120_s_at,SAMD4A,23034,SAMD4A
215121_x_at,CYAT1 /// IGLC1 /// IGLV1-44,3537 /// 28823 /// 100290481,CYAT1
215122_at,TBX6,6911,TBX6
215123_at,LOC613037 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,23117 /// 440345 /// 613037 /// 728888 /// 100132247,NPIPA5
215124_at,ZNF550,162972,ZNF550
215125_s_at,UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9,54575 /// 54576 /// 54577 /// 54578 /// 54579 /// 54600 /// 54657 /// 54658 /// 54659,UGT1A3
215126_at,OTTHUMG00000172080 /// RP11-2E17.1,---,LINC01314
215127_s_at,RBMS1,5937,RBMS1
215128_at,---,---,AV704232
215129_at,PIK3C2G,5288,PIK3C2G
215130_s_at,IQCK,124152,IQCK
215131_at,IQCK,124152,IQCK
215132_at,---,---,AL137474
215133_s_at,FAM153A /// FAM153B /// LOC100507387 /// LOC100507427,202134 /// 285596 /// 100507387 /// 100507427,LOC102725213
215134_at,PI4K2A,55361,PI4K2A
215135_at,DNPEP,23549,DNPEP
215136_s_at,EXOSC8,11340,EXOSC8
215137_at,---,---,215137_at
215138_s_at,KAZN,23254,KAZN
215139_at,ARHGEF10,9639,ARHGEF10
215140_at,---,---,AL109667
215141_at,NOP14-AS1,317648,NOP14-AS1
215142_at,CXorf27,25763,HYPM
215143_at,DPY19L2P2,349152,DPY19L2P2
215144_at,---,---,AF007147
215145_s_at,CNTNAP2,26047,CNTNAP2
215146_s_at,TTC28,23331,TTC28
215147_at,---,---,AF007147
215148_s_at,APBA3,9546,APBA3
215149_at,---,---,AJAP1
215150_at,YOD1,55432,YOD1
215151_at,DOCK10,55619,DOCK10
215152_at,MYB,4602,MYB
215153_at,NOS1AP,9722,NOS1AP
215154_at,ULK2,9706,ULK2
215155_at,HEXA,3073,HEXA
215156_at,WDR61,80349,WDR61
215157_x_at,PABPC1,26986,PABPC1
215158_s_at,DEDD,9191,DEDD
215159_s_at,NADK,65220,NADK
215160_x_at,LOC100289097,100289097,FRG1CP
215161_at,CAMK1G,57172,CAMK1G
215162_at,RALGAPA1,253959,RALGAPA1
215163_at,---,---,AK022211
215164_at,---,---,AL049279
215165_x_at,UMPS,7372,UMPS
215166_at,IGSF9B,22997,IGSF9B
215167_at,MED14,9282,MED14
215168_at,TIMM17A,10440,TIMM17A
215169_at,SLC35E2,9906,SLC35E2B
215170_s_at,CEP152,22995,CEP152
215171_s_at,TIMM17A,10440,TIMM17A
215172_at,PTPN20A /// PTPN20B,26095 /// 653129,PTPN20
215173_at,DNAAF1,123872,DNAAF1
215174_at,FMO6P,388714,FMO6P
215175_at,PCNX,22990,PCNX1
215176_x_at,IGK /// IGKC,3514 /// 50802,IGK
215177_s_at,ITGA6,3655,ITGA6
215178_x_at,NAAA,27163,NAAA
215179_x_at,PGF,5228,PGF
215180_at,OTTHUMG00000173032 /// RP11-429B14.4,---,AL109703
215181_at,CDH22,64405,CDH22
215182_x_at,---,---,AL050122
215183_at,---,---,AF090886
215184_at,DAPK2,23604,DAPK2
215185_at,LINC00963,100506190,LINC00963
215186_at,TBC1D30,23329,TBC1D30
215187_at,FLJ11292,55338,LOC55338
